,location,total_sqft,bath,price,bhk
9235,Frazer Town,5400.0,3.0,400.0,3
9420,Frazer Town,1180.0,2.0,105.0,2
9925,Frazer Town,2900.0,4.0,325.0,4
11053,Frazer Town,1870.0,3.0,180.0,3
13215,Frazer Town,896.0,1.0,100.0,1
13260,Frazer Town,1420.0,2.0,120.0,2
636,GM Palaya,1820.0,2.0,86.0,3
5506,GM Palaya,1225.0,2.0,47.0,2
5700,GM Palaya,1140.0,2.0,48.95,2
6772,GM Palaya,1315.0,2.0,65.0,3
7813,GM Palaya,1315.0,3.0,65.0,3
9074,GM Palaya,1315.0,3.0,64.0,3
11208,GM Palaya,1735.0,3.0,70.0,3
11460,GM Palaya,1643.0,2.0,70.0,3
83,Garudachar Palya,1325.0,2.0,60.8,3
1225,Garudachar Palya,1060.0,2.0,48.7,2
2340,Garudachar Palya,1150.0,2.0,52.75,2
2840,Garudachar Palya,1295.0,2.0,59.5,3
3178,Garudachar Palya,1320.0,2.0,60.6,3
3183,Garudachar Palya,1295.0,2.0,59.5,3
3353,Garudachar Palya,1150.0,2.0,52.8,2
4098,Garudachar Palya,1150.0,2.0,52.8,2
5390,Garudachar Palya,1060.0,2.0,48.5,2
8593,Garudachar Palya,1150.0,2.0,52.5,2
10114,Garudachar Palya,1325.0,2.0,60.8,3
10325,Garudachar Palya,1060.0,2.0,48.66,2
10487,Garudachar Palya,1150.0,2.0,52.0,2
12394,Garudachar Palya,1154.0,2.0,51.8,2
325,Giri Nagar,2400.0,4.0,400.0,4
451,Giri Nagar,1800.0,3.0,252.0,3
4626,Giri Nagar,1350.0,3.0,240.0,3
5082,Giri Nagar,2400.0,4.0,400.0,4
5701,Giri Nagar,3000.0,4.0,375.0,6
6422,Giri Nagar,2400.0,6.0,400.0,6
10684,Giri Nagar,4000.0,3.0,750.0,4
280,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2365,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
5029,Gollarapalya Hosahalli,861.0,2.0,34.5,2
5121,Gollarapalya Hosahalli,1318.0,3.0,54.0,3
6448,Gollarapalya Hosahalli,861.0,2.0,36.5,2
7329,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
8463,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
9859,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
12013,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
12501,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
13,Gottigere,1100.0,2.0,40.0,2
580,Gottigere,967.0,2.0,45.0,2
785,Gottigere,1618.0,3.0,82.5,3
796,Gottigere,1222.0,2.0,63.0,2
2390,Gottigere,1300.0,3.0,65.0,3
2515,Gottigere,950.0,2.0,38.0,2
2574,Gottigere,1153.0,2.0,48.5,2
2866,Gottigere,812.0,1.0,26.0,1
3372,Gottigere,1460.0,2.0,65.0,3
3668,Gottigere,1500.0,3.0,70.0,3
3911,Gottigere,1621.0,3.0,72.0,3
4273,Gottigere,812.0,1.0,26.0,1
4326,Gottigere,990.0,2.0,40.0,2
4663,Gottigere,1235.0,2.0,63.0,2
4767,Gottigere,1385.0,3.0,64.0,3
4791,Gottigere,1000.0,2.0,35.0,2
5474,Gottigere,1010.0,2.0,35.0,2
6239,Gottigere,1435.0,2.0,62.0,3
6541,Gottigere,945.0,2.0,45.0,2
7366,Gottigere,2500.0,3.0,120.0,4
7541,Gottigere,1230.0,2.0,52.0,3
7761,Gottigere,1120.0,2.0,50.0,2
7830,Gottigere,1500.0,3.0,63.0,3
7863,Gottigere,1200.0,2.0,40.0,2
8535,Gottigere,1280.0,2.0,61.0,2
9125,Gottigere,1205.0,2.0,56.58,2
9479,Gottigere,1170.0,2.0,40.0,2
10155,Gottigere,3000.0,3.0,132.0,4
10169,Gottigere,1613.0,3.0,72.0,3
10901,Gottigere,1110.0,2.0,36.25,2
13010,Gottigere,1245.0,2.0,59.0,2
13103,Gottigere,1200.0,2.0,50.0,2
2043,Green Glen Layout,1670.0,3.0,120.0,3
2498,Green Glen Layout,3250.0,4.0,230.0,4
2595,Green Glen Layout,1776.42,3.0,105.0,3
3169,Green Glen Layout,3250.0,4.0,230.0,4
3310,Green Glen Layout,940.0,2.0,56.8,2
4016,Green Glen Layout,1075.0,2.0,60.0,2
4182,Green Glen Layout,1715.0,3.0,115.0,3
4854,Green Glen Layout,1751.0,2.0,115.0,3
4899,Green Glen Layout,1750.0,3.0,130.0,3
5041,Green Glen Layout,1530.0,3.0,105.0,3
6293,Green Glen Layout,1752.0,3.0,105.0,3
6944,Green Glen Layout,1680.0,4.0,95.0,3
7608,Green Glen Layout,1728.0,3.0,125.0,3
7743,Green Glen Layout,1645.0,3.0,110.0,3
8928,Green Glen Layout,1517.0,3.0,100.0,3
9243,Green Glen Layout,3150.0,4.0,218.0,4
10317,Green Glen Layout,1750.0,3.0,120.0,3
11282,Green Glen Layout,1751.0,3.0,115.0,3
11636,Green Glen Layout,1750.0,3.0,105.0,3
11716,Green Glen Layout,1885.0,3.0,135.0,3
12212,Green Glen Layout,1715.0,3.0,120.0,3
12329,Green Glen Layout,1623.29,2.0,105.0,3
12349,Green Glen Layout,1715.0,3.0,115.0,3
12437,Green Glen Layout,1715.0,3.0,105.0,3
12803,Green Glen Layout,1600.0,3.0,105.0,3
12855,Green Glen Layout,1717.0,3.0,125.0,3
12946,Green Glen Layout,1250.0,2.0,75.0,2
13314,Green Glen Layout,1715.0,3.0,112.0,3
716,Gubbalala,1470.0,2.0,82.0,3
1956,Gubbalala,1745.0,3.0,104.0,3
2761,Gubbalala,1745.0,3.0,115.0,3
3332,Gubbalala,1745.0,3.0,110.0,3
3960,Gubbalala,1650.0,3.0,71.0,3
5748,Gubbalala,2570.0,4.0,141.0,5
6995,Gubbalala,1205.0,2.0,70.0,2
8123,Gubbalala,1435.0,2.0,80.0,3
8862,Gubbalala,1475.0,2.0,80.0,2
9481,Gubbalala,1100.0,2.0,49.5,2
9678,Gubbalala,1060.0,2.0,46.0,2
10839,Gubbalala,2000.0,3.0,125.0,3
66,Gunjur,1140.0,2.0,43.0,2
890,Gunjur,1356.0,2.0,66.0,3
1708,Gunjur,1600.0,3.0,75.0,3
3121,Gunjur,2000.0,3.0,95.0,4
3173,Gunjur,1140.0,2.0,49.11,2
3856,Gunjur,1195.0,2.0,44.0,2
4383,Gunjur,1190.0,2.0,40.0,2
4816,Gunjur,1457.0,2.0,60.0,2
5452,Gunjur,1080.0,2.0,41.0,2
7965,Gunjur,1175.0,2.0,43.48,2
8102,Gunjur,1362.0,3.0,62.63,3
8278,Gunjur,1071.0,2.0,51.0,2
9045,Gunjur,1063.0,2.0,40.0,2
9453,Gunjur,1235.0,2.0,52.76,2
10873,Gunjur,1362.0,3.0,62.63,3
11065,Gunjur,1362.0,3.0,62.63,3
11322,Gunjur,1588.0,2.0,90.0,3
11693,Gunjur,1235.0,2.0,44.5,2
12225,Gunjur,1457.0,2.0,60.0,2
4263,HAL 2nd Stage,1490.0,2.0,300.0,3
6816,HAL 2nd Stage,600.0,3.0,145.0,2
7376,HAL 2nd Stage,2700.0,3.0,500.0,3
13019,HAL 2nd Stage,2040.0,4.0,500.0,5
1713,HBR Layout,2800.0,2.0,200.0,3
1773,HBR Layout,1722.0,3.0,95.0,3
2067,HBR Layout,1200.0,4.0,120.0,4
3899,HBR Layout,1200.0,2.0,60.0,2
4975,HBR Layout,1004.0,2.0,49.0,2
6106,HBR Layout,1783.0,3.0,125.0,3
6264,HBR Layout,1656.0,3.0,90.0,3
6880,HBR Layout,1089.0,2.0,60.0,2
8977,HBR Layout,1700.0,3.0,110.0,3
9099,HBR Layout,1198.0,2.0,65.0,2
9643,HBR Layout,1200.0,4.0,115.0,4
12412,HBR Layout,1200.0,2.0,120.0,2
12516,HBR Layout,1832.0,3.0,160.0,3
621,HRBR Layout,1374.0,2.0,95.0,2
1445,HRBR Layout,1440.0,2.0,98.0,2
3158,HRBR Layout,2800.0,3.0,250.0,3
4129,HRBR Layout,1210.0,2.0,75.0,2
5259,HRBR Layout,1265.0,2.0,78.0,2
6872,HRBR Layout,1170.0,2.0,75.0,2
9497,HRBR Layout,1900.0,3.0,90.0,4
9569,HRBR Layout,1625.0,3.0,120.0,3
10087,HRBR Layout,1301.0,2.0,120.0,2
11711,HRBR Layout,1145.0,2.0,68.5,2
12248,HRBR Layout,1300.0,2.0,90.0,2
536,HSR Layout,1372.0,2.0,68.0,2
784,HSR Layout,1475.0,3.0,75.0,3
1027,HSR Layout,1467.0,2.0,55.0,2
1052,HSR Layout,1140.0,2.0,46.0,2
1476,HSR Layout,1372.0,2.0,61.0,2
1549,HSR Layout,1750.0,3.0,95.0,3
1799,HSR Layout,1027.0,2.0,44.0,2
2151,HSR Layout,1650.0,3.0,110.0,3
2275,HSR Layout,1140.0,2.0,46.0,2
2780,HSR Layout,1372.0,2.0,61.0,2
3292,HSR Layout,1140.0,2.0,46.0,2
3515,HSR Layout,1185.0,2.0,60.0,2
3582,HSR Layout,1127.0,2.0,68.0,2
4133,HSR Layout,1600.0,2.0,115.0,3
4276,HSR Layout,1145.0,2.0,48.0,2
5299,HSR Layout,1009.0,2.0,56.0,2
5377,HSR Layout,1300.0,2.0,98.0,2
5614,HSR Layout,1140.0,2.0,46.0,2
5960,HSR Layout,1126.0,2.0,69.0,2
7401,HSR Layout,1140.0,2.0,46.0,2
7409,HSR Layout,1145.0,2.0,46.0,2
8180,HSR Layout,1142.0,2.0,65.0,2
9289,HSR Layout,1145.0,2.0,46.0,2
9696,HSR Layout,1844.0,3.0,95.0,3
9914,HSR Layout,1203.0,2.0,72.0,2
10183,HSR Layout,1140.0,2.0,46.0,2
10560,HSR Layout,4200.0,5.0,245.0,5
10672,HSR Layout,1140.0,2.0,46.0,2
11141,HSR Layout,1145.0,2.0,46.0,2
11210,HSR Layout,1009.0,2.0,56.0,2
11293,HSR Layout,1145.0,2.0,46.0,2
11459,HSR Layout,1100.0,2.0,44.0,2
11560,HSR Layout,1203.0,2.0,60.0,2
11767,HSR Layout,1120.0,2.0,70.0,2
11884,HSR Layout,1140.0,2.0,46.0,2
12084,HSR Layout,1289.0,2.0,70.0,2
12559,HSR Layout,1844.0,3.0,89.0,3
13111,HSR Layout,1203.0,2.0,60.0,2
13148,HSR Layout,1140.0,2.0,46.0,2
73,Haralur Road,1240.0,2.0,70.0,2
291,Haralur Road,1027.0,2.0,44.0,2
645,Haralur Road,1194.0,2.0,47.0,2
730,Haralur Road,1202.0,2.0,53.0,2
802,Haralur Road,1056.0,2.0,61.0,2
1001,Haralur Road,1810.0,3.0,100.0,3
1031,Haralur Road,1194.0,2.0,46.0,2
1106,Haralur Road,1225.0,2.0,67.38,2
1113,Haralur Road,1243.0,2.0,46.0,2
1115,Haralur Road,1027.0,2.0,44.0,2
1132,Haralur Road,1920.0,3.0,115.0,3
1174,Haralur Road,1875.0,3.0,110.0,3
1290,Haralur Road,1194.0,2.0,47.0,2
1328,Haralur Road,1140.0,2.0,43.0,2
1394,Haralur Road,1027.0,2.0,44.0,2
1823,Haralur Road,1194.0,2.0,46.0,2
2028,Haralur Road,2017.0,3.0,125.0,3
2050,Haralur Road,1140.0,2.0,43.0,2
2212,Haralur Road,1875.0,3.0,110.0,3
2358,Haralur Road,1092.0,2.0,44.0,2
2499,Haralur Road,2475.0,4.0,130.0,3
2589,Haralur Road,1300.0,2.0,73.0,2
2597,Haralur Road,1194.0,2.0,47.0,2
2832,Haralur Road,1243.0,2.0,46.0,2
2887,Haralur Road,1850.0,3.0,110.0,3
2939,Haralur Road,1225.0,2.0,67.38,2
3055,Haralur Road,1243.0,2.0,46.0,2
3109,Haralur Road,3400.0,5.0,240.0,4
3294,Haralur Road,1464.0,2.0,56.0,2
3360,Haralur Road,1230.0,2.0,78.0,2
3431,Haralur Road,1000.0,2.0,44.0,2
3691,Haralur Road,1300.0,2.0,79.0,2
3746,Haralur Road,1444.0,2.0,80.0,3
3767,Haralur Road,1088.0,2.0,68.0,2
4277,Haralur Road,1027.0,2.0,44.0,2
4416,Haralur Road,1225.0,2.0,70.0,2
4445,Haralur Road,1194.0,2.0,46.0,2
4569,Haralur Road,1830.0,3.0,101.0,3
4901,Haralur Road,1810.0,3.0,126.0,3
4942,Haralur Road,1464.0,2.0,56.0,2
4970,Haralur Road,1520.0,2.0,96.0,3
5189,Haralur Road,1300.0,2.0,75.0,2
5409,Haralur Road,2017.0,2.0,125.0,3
5710,Haralur Road,1243.0,2.0,46.0,2
5722,Haralur Road,1027.0,2.0,44.0,2
5773,Haralur Road,2805.0,5.0,160.0,4
5827,Haralur Road,1243.0,2.0,46.0,2
5850,Haralur Road,1027.0,2.0,44.0,2
5855,Haralur Road,2017.0,3.0,105.0,3
6040,Haralur Road,1243.0,2.0,46.0,2
6074,Haralur Road,1243.0,2.0,46.0,2
6107,Haralur Road,1520.0,2.0,90.0,3
6197,Haralur Road,1300.0,2.0,60.0,2
6290,Haralur Road,1985.0,3.0,130.0,3
6394,Haralur Road,1255.0,2.0,90.0,3
6442,Haralur Road,1056.0,2.0,60.0,2
6501,Haralur Road,1140.0,2.0,42.0,2
6519,Haralur Road,1245.0,2.0,62.0,2
6632,Haralur Road,1140.0,2.0,58.0,2
6646,Haralur Road,1140.0,2.0,42.0,2
6970,Haralur Road,1027.0,2.0,43.0,2
7021,Haralur Road,1194.0,2.0,47.0,2
7281,Haralur Road,1194.0,2.0,47.0,2
7304,Haralur Road,1560.0,3.0,90.0,3
7542,Haralur Road,1520.0,2.0,85.0,3
7658,Haralur Road,1243.0,2.0,45.0,2
7690,Haralur Road,1027.0,2.0,44.0,2
7785,Haralur Road,1194.0,2.0,46.0,2
7924,Haralur Road,1650.0,3.0,100.0,3
7954,Haralur Road,1580.0,3.0,73.0,3
8131,Haralur Road,1243.0,2.0,46.0,2
8144,Haralur Road,1194.0,2.0,47.0,2
8323,Haralur Road,1520.0,2.0,96.0,3
8361,Haralur Road,1510.0,3.0,83.05,3
8421,Haralur Road,1056.0,2.0,65.0,2
8598,Haralur Road,1810.0,3.0,100.0,3
8700,Haralur Road,1243.0,2.0,46.0,2
8736,Haralur Road,575.0,1.0,38.0,1
8823,Haralur Road,1194.0,2.0,46.0,2
8989,Haralur Road,1243.0,2.0,46.0,2
9039,Haralur Road,1194.0,2.0,46.0,2
9064,Haralur Road,1140.0,2.0,43.0,2
9153,Haralur Road,1850.0,3.0,120.0,3
9282,Haralur Road,1194.0,2.0,47.0,2
9501,Haralur Road,1194.0,2.0,47.0,2
9710,Haralur Road,1243.0,2.0,46.0,2
9756,Haralur Road,1710.0,3.0,85.0,3
9848,Haralur Road,1730.0,3.0,95.0,3
10121,Haralur Road,1243.0,2.0,46.0,2
10167,Haralur Road,1243.0,2.0,46.0,2
10200,Haralur Road,1243.0,2.0,46.0,2
10283,Haralur Road,1817.0,3.0,110.0,3
10315,Haralur Road,1225.0,2.0,77.0,2
10321,Haralur Road,1285.0,2.0,78.0,2
10341,Haralur Road,1225.0,2.0,67.48,2
10411,Haralur Road,1225.0,2.0,69.84,2
10556,Haralur Road,1200.0,2.0,46.0,2
10823,Haralur Road,1315.0,2.0,85.0,2
10914,Haralur Road,1976.0,3.0,92.0,3
11017,Haralur Road,1300.0,2.0,75.0,2
11514,Haralur Road,1309.0,2.0,82.0,2
11529,Haralur Road,1027.0,1.0,44.0,2
11539,Haralur Road,1243.0,2.0,46.0,2
11570,Haralur Road,1243.0,2.0,46.0,2
11765,Haralur Road,1140.0,2.0,43.0,2
11821,Haralur Road,1300.0,2.0,75.0,2
12137,Haralur Road,1243.0,2.0,46.0,2
12138,Haralur Road,1890.0,3.0,84.0,3
12447,Haralur Road,1230.0,2.0,67.65,2
12619,Haralur Road,1194.0,2.0,46.0,2
12654,Haralur Road,1092.0,2.0,44.0,2
12769,Haralur Road,1255.0,3.0,90.0,3
12798,Haralur Road,1735.0,3.0,97.0,3
12964,Haralur Road,1810.0,3.0,97.83,3
12979,Haralur Road,1200.0,2.0,46.0,2
13054,Haralur Road,1243.0,2.0,46.0,2
13295,Haralur Road,1810.0,3.0,112.0,3
351,Harlur,1508.0,2.0,77.0,2
448,Harlur,1752.12,3.0,135.0,3
591,Harlur,1709.0,3.0,150.0,3
910,Harlur,1174.0,2.0,69.0,2
1003,Harlur,1033.0,2.0,49.0,2
1397,Harlur,1197.0,2.0,84.0,2
1731,Harlur,1757.0,3.0,132.0,3
1890,Harlur,1174.0,2.0,76.0,2
2140,Harlur,1754.0,3.0,125.0,3
2307,Harlur,1290.0,2.0,85.0,2
2394,Harlur,1752.12,3.0,116.0,3
2451,Harlur,1754.0,3.0,135.0,3
2672,Harlur,1754.0,3.0,124.0,3
2725,Harlur,1152.0,2.0,69.0,2
3222,Harlur,1290.0,2.0,87.0,2
3251,Harlur,1749.0,3.0,115.0,3
3343,Harlur,3385.0,4.0,260.0,4
3498,Harlur,2240.0,5.0,155.0,3
3784,Harlur,1758.0,3.0,133.0,3
3860,Harlur,1197.0,2.0,79.0,2
4384,Harlur,1174.0,2.0,78.0,2
4640,Harlur,1200.0,2.0,52.0,2
4887,Harlur,1197.0,2.0,79.0,2
4964,Harlur,1749.0,3.0,112.0,3
4994,Harlur,1174.0,2.0,75.0,2
5128,Harlur,1750.0,3.0,136.0,3
5865,Harlur,1620.0,3.0,110.0,3
6161,Harlur,1762.0,3.0,133.0,3
6456,Harlur,1756.0,3.0,131.0,3
6544,Harlur,1755.0,3.0,130.0,3
6604,Harlur,1864.0,3.0,140.0,3
7037,Harlur,1331.0,2.0,88.0,2
7103,Harlur,1752.12,3.0,133.0,3
7387,Harlur,1133.0,2.0,55.0,2
7489,Harlur,1756.0,3.0,128.0,3
7518,Harlur,1749.0,3.0,120.0,3
7839,Harlur,1197.0,2.0,82.0,2
8079,Harlur,1303.0,2.0,90.0,2
8489,Harlur,1754.0,3.0,132.0,3
8799,Harlur,1174.0,2.0,75.0,2
8866,Harlur,1756.0,3.0,134.0,3
9023,Harlur,1197.0,2.0,78.0,2
9209,Harlur,1290.0,2.0,89.9,2
9254,Harlur,1386.0,2.0,85.0,2
9590,Harlur,1174.0,2.0,74.0,2
9661,Harlur,1174.0,2.0,78.0,2
10464,Harlur,1755.0,3.0,115.0,3
10759,Harlur,2569.0,4.0,175.0,4
11115,Harlur,1197.0,2.0,77.0,2
11243,Harlur,1752.12,3.0,125.0,3
11456,Harlur,2569.0,5.0,180.0,4
11475,Harlur,1225.0,2.0,56.0,2
11696,Harlur,1197.0,2.0,76.0,2
12024,Harlur,1197.0,2.0,75.0,2
12053,Harlur,1755.0,3.0,117.0,3
12205,Harlur,1197.0,2.0,79.9,2
12322,Harlur,936.0,2.0,45.0,2
12572,Harlur,2990.0,4.0,225.0,4
12623,Harlur,1370.0,2.0,88.0,2
13059,Harlur,1335.0,2.0,72.76,2
32,Hebbal,1760.0,2.0,123.0,3
122,Hebbal,5611.5,4.0,477.0,4
293,Hebbal,1349.0,2.0,98.2,2
370,Hebbal,2483.0,5.0,212.0,4
466,Hebbal,1760.0,2.0,130.0,3
550,Hebbal,3450.0,5.0,260.0,3
620,Hebbal,1920.0,3.0,134.0,3
710,Hebbal,1337.0,2.0,82.0,2
817,Hebbal,1349.0,2.0,98.0,2
1467,Hebbal,1790.0,3.0,127.0,3
1484,Hebbal,687.325,2.0,42.72,2
1589,Hebbal,1985.0,4.0,189.0,3
1597,Hebbal,2483.0,5.0,215.0,4
1689,Hebbal,1080.0,2.0,54.0,2
1764,Hebbal,812.0,2.0,55.0,2
2191,Hebbal,3067.0,4.0,230.0,4
2561,Hebbal,2526.0,2.0,250.0,3
2617,Hebbal,3067.0,4.0,230.0,4
2756,Hebbal,823.0,2.0,50.63,2
2814,Hebbal,1420.0,2.0,123.0,2
2960,Hebbal,1420.0,2.0,99.39,2
3005,Hebbal,4235.0,4.0,365.0,4
3040,Hebbal,1700.0,3.0,124.0,3
3134,Hebbal,3960.0,5.0,386.0,4
3216,Hebbal,1420.0,2.0,99.39,2
3493,Hebbal,1440.0,2.0,115.0,2
3508,Hebbal,1100.0,2.0,54.0,2
3781,Hebbal,2400.0,4.0,180.0,3
3792,Hebbal,1420.0,2.0,107.0,2
3808,Hebbal,1320.0,2.0,92.0,2
3854,Hebbal,919.0,2.0,49.0,2
3868,Hebbal,1645.0,3.0,135.0,3
3878,Hebbal,2080.0,3.0,175.0,3
3974,Hebbal,2483.0,5.0,230.0,4
3985,Hebbal,2600.0,3.0,195.0,3
4100,Hebbal,1645.0,3.0,117.0,3
4132,Hebbal,1251.0,2.0,88.73,2
4224,Hebbal,1645.0,3.0,121.0,3
4472,Hebbal,1760.0,3.0,123.0,3
4543,Hebbal,3960.0,5.0,386.0,4
4662,Hebbal,1645.0,3.0,120.0,3
4671,Hebbal,1255.0,2.0,90.0,3
4686,Hebbal,1645.0,3.0,117.0,3
4940,Hebbal,1636.0,3.0,119.0,3
4995,Hebbal,2661.0,2.6926096474673513,226.5,3
5077,Hebbal,1255.0,2.0,95.0,3
5226,Hebbal,1255.0,2.0,95.0,3
5246,Hebbal,1088.0,2.0,61.45,2
5323,Hebbal,1349.0,2.0,97.8,2
5439,Hebbal,1344.0,2.0,108.0,2
5527,Hebbal,1255.0,2.0,90.0,3
5627,Hebbal,1138.0,2.0,110.0,2
5741,Hebbal,2790.0,5.0,204.0,4
5897,Hebbal,1088.0,2.0,62.0,2
6129,Hebbal,1987.0,4.0,165.0,3
6870,Hebbal,1299.0,2.0,100.0,2
6886,Hebbal,1200.0,2.0,60.0,2
7015,Hebbal,1645.0,3.0,117.0,3
7029,Hebbal,1390.0,2.0,95.0,2
7177,Hebbal,1333.0,2.0,100.0,2
7322,Hebbal,2650.0,4.0,199.0,3
7502,Hebbal,1800.0,3.0,140.0,3
7756,Hebbal,2470.0,4.0,203.0,4
7821,Hebbal,1255.0,2.0,95.0,3
7918,Hebbal,1333.0,2.0,104.0,2
7950,Hebbal,1645.0,3.0,117.0,3
7952,Hebbal,2600.0,3.0,199.0,3
8092,Hebbal,1345.0,2.0,97.0,2
8422,Hebbal,985.0,2.0,62.0,2
8499,Hebbal,1320.0,2.0,91.0,2
8567,Hebbal,2388.0,3.0,195.0,3
8892,Hebbal,1040.0,2.0,55.0,2
9297,Hebbal,2600.0,3.0,195.0,3
9814,Hebbal,2630.0,5.0,188.0,4
9915,Hebbal,1645.0,3.0,113.0,3
10228,Hebbal,1420.0,2.0,99.39,2
10362,Hebbal,3520.0,5.0,320.0,3
10412,Hebbal,1162.0,2.0,69.0,2
10498,Hebbal,1100.0,2.0,60.0,2
10596,Hebbal,4235.0,5.0,364.0,4
10740,Hebbal,1299.0,2.0,97.0,2
10956,Hebbal,2470.0,5.0,192.0,4
11269,Hebbal,1645.0,3.0,117.0,3
11319,Hebbal,1920.0,3.0,134.0,3
11520,Hebbal,3520.0,5.0,240.0,3
11605,Hebbal,1920.0,3.0,150.0,3
11886,Hebbal,2375.0,4.0,189.0,4
11896,Hebbal,1420.0,2.0,99.26,2
11974,Hebbal,1252.0,2.0,92.0,2
12477,Hebbal,1162.0,2.0,59.0,2
12534,Hebbal,1294.0,2.0,115.0,2
12544,Hebbal,4225.0,6.0,359.0,4
12605,Hebbal,1150.0,2.0,57.0,2
12782,Hebbal,1740.0,2.0,137.0,3
12951,Hebbal,1662.0,3.0,155.0,3
13075,Hebbal,2250.0,3.0,219.0,3
13105,Hebbal,1349.0,2.0,98.0,2
13208,Hebbal,4000.0,6.0,370.0,4
13289,Hebbal,1349.0,2.0,96.8,2
181,Hebbal Kempapura,1700.0,3.0,155.0,3
1149,Hebbal Kempapura,1800.0,3.0,175.0,3
1385,Hebbal Kempapura,2900.0,4.0,300.0,3
1443,Hebbal Kempapura,3522.0,3.0,380.0,3
1459,Hebbal Kempapura,2280.0,5.0,200.0,5
1827,Hebbal Kempapura,1200.0,2.0,125.0,2
2011,Hebbal Kempapura,2900.0,4.0,240.0,3
4286,Hebbal Kempapura,1300.0,2.0,102.0,2
4461,Hebbal Kempapura,1466.0,2.0,140.0,3
7011,Hebbal Kempapura,1725.0,2.0,165.0,3
7435,Hebbal Kempapura,1200.0,3.0,125.0,3
7632,Hebbal Kempapura,3408.0,3.0,260.0,3
8293,Hebbal Kempapura,1485.0,3.0,132.0,2
8393,Hebbal Kempapura,1400.0,2.0,108.0,2
8663,Hebbal Kempapura,1800.0,3.0,150.0,3
8833,Hebbal Kempapura,2400.0,5.0,200.0,5
10324,Hebbal Kempapura,2800.0,5.0,220.0,5
12072,Hebbal Kempapura,1785.0,3.0,165.0,3
12210,Hebbal Kempapura,3729.0,4.0,384.0,4
12423,Hebbal Kempapura,1600.0,3.0,170.0,3
12799,Hebbal Kempapura,1730.0,3.0,175.0,3
72,Hegde Nagar,1569.0,3.0,101.0,3
85,Hegde Nagar,3000.0,7.0,210.0,6
275,Hegde Nagar,2026.0,3.0,132.0,3
380,Hegde Nagar,1801.0,3.0,115.0,3
630,Hegde Nagar,1050.0,1.0,56.0,2
751,Hegde Nagar,1341.0,2.0,97.0,2
999,Hegde Nagar,2112.95,4.0,145.0,3
1923,Hegde Nagar,1200.0,4.0,83.0,4
3063,Hegde Nagar,1703.0,3.0,113.0,3
3150,Hegde Nagar,1570.0,3.0,105.0,3
3382,Hegde Nagar,1801.0,3.0,140.0,3
3499,Hegde Nagar,1584.01,3.0,103.0,3
4084,Hegde Nagar,1965.0,4.0,125.0,3
4279,Hegde Nagar,1200.0,2.0,75.0,2
4952,Hegde Nagar,1847.0,3.0,135.0,3
6789,Hegde Nagar,1965.0,4.0,132.0,3
6885,Hegde Nagar,1703.0,3.0,125.0,3
7774,Hegde Nagar,1847.0,3.0,125.0,3
7777,Hegde Nagar,2144.6,4.0,145.0,3
8059,Hegde Nagar,1718.0,3.0,119.0,3
8250,Hegde Nagar,1847.0,3.0,123.0,3
8269,Hegde Nagar,1340.0,2.0,72.0,2
8870,Hegde Nagar,2087.01,3.0,115.0,3
9113,Hegde Nagar,1703.0,3.0,130.0,3
9366,Hegde Nagar,2087.01,4.0,135.0,3
10252,Hegde Nagar,1718.0,3.0,130.0,3
10266,Hegde Nagar,1884.0,4.0,118.0,3
10348,Hegde Nagar,1930.0,4.0,122.0,3
11000,Hegde Nagar,1584.01,3.0,104.0,3
11431,Hegde Nagar,1168.0,2.0,68.0,3
11943,Hegde Nagar,2162.03,4.0,129.0,3
12557,Hegde Nagar,2087.01,4.0,160.0,3
12869,Hegde Nagar,1000.0,2.0,66.0,2
13014,Hegde Nagar,1348.0,2.0,80.5,3
364,Hennur,1075.0,2.0,52.0,2
1133,Hennur,1255.0,2.0,52.32,2
1793,Hennur,1225.0,2.0,57.0,2
2246,Hennur,1255.0,2.0,57.5,2
2443,Hennur,1259.0,2.0,57.0,2
2715,Hennur,1255.0,2.0,53.5,2
2732,Hennur,1285.0,2.0,60.0,2
3022,Hennur,1285.0,2.0,60.0,2
3326,Hennur,1100.0,2.0,60.0,2
3474,Hennur,1231.0,2.0,48.0,2
3517,Hennur,1255.0,2.0,58.0,2
4120,Hennur,1040.0,2.0,42.12,2
5205,Hennur,1255.0,2.0,54.5,2
5508,Hennur,1041.0,2.0,40.6,2
6134,Hennur,1255.0,2.0,55.5,2
6919,Hennur,1231.0,2.0,50.0,2
6938,Hennur,2500.0,5.0,125.0,5
7183,Hennur,1160.0,2.0,49.0,2
7303,Hennur,2400.0,3.0,135.0,3
7772,Hennur,1255.0,2.0,53.5,2
8263,Hennur,1255.0,2.0,55.5,2
8290,Hennur,1100.0,2.0,44.55,2
8308,Hennur,1255.0,2.0,57.5,2
8399,Hennur,960.0,2.0,48.0,2
8634,Hennur,1020.0,2.0,48.0,2
9354,Hennur,1255.0,2.0,52.32,2
